text,label
og professionals forced to seek opportunities outside industry says recruitment specialist,1
Nokia s share price fell less than one percent to euros in Helsinki while Siemens shares fell percent to euros in Frankfurt,0
capitaland wins bid for prime guangzhou residential sites for s409m,1
EU Commission said earlier it fined ThyssenKrupp United Technologies Corp s Otis Schindler AG and Kone Oyj total of mln eur for alleged cartel activity in lift market going back twelve years,0
SysOpen Digia Plc Press release February IBM Finland rewarded its most distinguished partner companies for,1
chin teck expects higher cpo price to boost revenue in fy17,1
with businesses split on us border tax wider reform looks shaky,0
We see that market continues to tight in magazine papers and our target to close deals by end of year,0
kpj healthcare cut to hold at n2n surges to 10year high on entry of sbi,0
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,0
After renovation biggest moulding line in Orhangazi foundry most modern line in Europe,1
special taskforce on 1mdb to focus on asset recovery criminal action,0
ADP News Feb Finnish retailer Kesko Oyj HEL KESBV said today its total sales excluding value added tax VAT stood at EUR million USD m in January down yearonyea,0
san miguel takes look at malaysia building spam plant ang,1
cliq energy to raise rm210m via rights issue confirms edge report,1
gst refund shortfall at rm193b bigger than previously stated says guan eng,0
asean ecommerce poised for explosive growth on back of china s tech dragons,1
full apex unit to invest s4 bil in saudi petrochemical project,1
In JulySeptember Konecranes sales decreased to EUR mn from EUR mn in JulySeptember,0
fgv s embattled chief zakaria turns up at macc office to give statement,0
frasers commercial trust posts rise in 2q dpu to s pore cents,1
global bond issuance forecast to decline by in says sp,0
malaysia s july cpi eases to on slower transport cost growth,0
Sanoma News advertising sales decreased by during year,0
toshiba offered us179b for chip unit by silver lake and broadcom nikkei,1
Severn Trent share price rises as first half profit inches up as customer,1
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,1
cover story after rough what should we do next part,0
Adjusted for changes in Group structure Division s net sales increased by,1
fitch affirms malaysia s credit rating expects country s strong growth momentum to continue,1
citic envirotech secures largest project in lanzhou city worth s943 mil,1
govt to bear rm28b cost of pan borneo highway land acquisition,1
Publishing Sweden s operating loss EUR mn in Q1 of compared to profit of EUR mn year ago,0
annual asean capital market conference to introduced to promote region s asset classes,1
renewals and festive spending drive igb reit s 1q net profit,1
ta ann gets sustainable timber management certification for its local operations,1
Finnair able to operate most of its leisure flights despite strike,1
changi airport to raise aeronautical fees to help fund changi east development improve existing terminals,1
olam s 2q earnings down to s94m on coffee and peanut business,0
production to liquidated before June and employees loose their jobs,0
irwan serigar makes macc report over missing gst refund money,0
del monte pacific swings back to profitabiliity in 3q with earnings of s121 mil,1
Admiral and Schroders lift FTSE with profits surge,1
Asimilar agreement signed between China Mobile Ltd SEHK and NYSE CHL largest mobile carrier and theGPS and social networking service provider promoting GyPSii service before Beijing Olympic Games according to thelatest news,1
FTSE drops pct on Glencore metals price fears,0
pmo fgv should continue with disciplinary proceedings against ceo cfo other officials over alleged improprieties,0
AstraZeneca share price Company to carve out antibiotic RD unit into separate,1
company slipped to operating loss of EUR million from profit of EUR million,0
In Finland s Hobby Hall s sales decreased by and international sales fell by,0
hk s fifthtallest tower sells for record us515 bil economic journal says,1
oil drops over as china slowdown weighs market loses faith in rebound,0
boon koon s rebuilt commercial vehicle biz on track to meet rm3m pbt target,1
These measures expected to produce annual cost savings of EUR million starting in,1
UK Stocks Little Changed Near Record as Barclays Shell Fall,0
kerjaya prospek s 2q earnings leapfrog with hefty contribution from construction,1
ppb 3q net profit down on lower contribution from wilmar,1
ifc citigroup ink us12b risk sharing facility to boost emerging markets,0
Last week Finnish metals and technology group announced plans to sell more than percent of its technology unit to further company s strategic goal of becoming world s largest stainless steel maker,1
restructuring creates more efficient organization with increased operational focus and stable profitability and leads to more efficient production said Bo Annvik head of Specialty Stainless,1
BPI Says Caixabank Isabel dos Santos Reach Agreement Over Angola Exposure,1
Supreme Court Upholds Million Jury Award Against ExxonMobil,0
asia s coal markets tighten on indonesia port probe australian cyclone,0
sarawak report editor on najib trial judiciary can perform without gag order,1
sq m sq ft store in Copenhagen s premier shopping district inaugurated today further strengthening company s presence in Nordic capitals,1
production capacity can tripled without any major additional investments company said,1
wto sees signs of trade tensions starting to affect global economy,0
celcom not resting on its laurels eyeing boost to bottom line,0
May Finnish electronics producer Elcoteq SE HEL ELQAV said today that it signed extensive cooperation agreement on industrialisation manufacturing distribution and aftermarket services for mobile phones with Japan s Sharp TYO,1
Barclays sells benchmark indices unit to Bloomberg,1
global airline share price index fallen by ytd says iata,0
UPDATE 1BHP Billitons credit ratings fragile in FY16 agencies warn,0
Mreal Corporation Press release on November at am Mreal Corporation second best company in materials sector including eg forest industry companies in Carbon Disclosure Leadership Index CDLI Nordic Report,1
